"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 17:33:07 GMT 2025","Mon Nov 03 17:33:07 GMT 2025","538","UI тесты","Конфигуратор","Тесты переключателей","","","Переключение на П-образную столешницу","Переключение на П-образную столешницу – отображается П-образная столешница"
"passed","Mon Nov 03 17:32:47 GMT 2025","Mon Nov 03 17:32:59 GMT 2025","11905","UI тесты","Конфигуратор","E2E сценарии","","","E2E: Собрать заказ с полной конфигурацией","
        Сценарий: Собрать заказ с П-образной столешницей, толщиной 4,
        без плинтуса, с островом и проточками, цвет N-103 Gray Onix.
        "
"passed","Mon Nov 03 17:32:38 GMT 2025","Mon Nov 03 17:32:43 GMT 2025","5368","UI тесты","Авторизация","Позитивные сценарии","","","test_successful_login[chromium]","Успешная авторизация"
"passed","Mon Nov 03 17:33:03 GMT 2025","Mon Nov 03 17:33:03 GMT 2025","486","UI тесты","Конфигуратор","Тесты переключателей","","","Проверка 'Скрыть столешницу'","Проверить, что работает переключатель 'Скрыть столешницу' – столешница не отображается"
